speaker_prompt_audio_filename,speaker,speaker_prompt_text_transcription,content_to_synthesize,output_audio_filename
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在書房的電腦關機。,speaker004_C43_19
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,書房電腦關掉。,speaker004_C43_20
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關閉在書房的電腦。,speaker004_C43_21
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,在書房的電腦關起來。,speaker004_C43_22
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把書房的電腦關起來。,speaker004_C43_23
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,將書房的電腦關閉。,speaker004_C43_24
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房洗碗機啟動。,speaker004_C44_0
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動在廚房的洗碗機。,speaker004_C44_1
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動廚房的洗碗機。,speaker004_C44_2
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房洗碗機開始運作。,speaker004_C44_3
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房洗碗機開始運作。,speaker004_C44_4
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,將廚房的洗碗機啟動。,speaker004_C44_5
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的洗碗機開始工作。,speaker004_C44_6
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的洗碗機開始工作。,speaker004_C44_7
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的洗碗機啟動。,speaker004_C44_8
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的洗碗機運作。,speaker004_C44_9
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的洗碗機啟動。,speaker004_C44_10
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的洗碗機開始運作。,speaker004_C44_11
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的洗碗機開始運作。,speaker004_C44_12
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動廚房洗碗機。,speaker004_C44_13
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的洗碗機啟動。,speaker004_C44_14
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的洗碗機啟動。,speaker004_C44_15
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的洗碗機開始運作。,speaker004_C44_16
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的洗碗機啟動起來。,speaker004_C44_17
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房洗碗機啟動。,speaker004_C44_18
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房洗碗機啟動。,speaker004_C44_19
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的洗碗機開始工作。,speaker004_C44_20
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房洗碗機啟動。,speaker004_C44_21
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的洗碗機開始運作。,speaker004_C44_22
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的洗碗機啟動起來。,speaker004_C44_23
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的洗碗機啟動。,speaker004_C44_24
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房的洗碗機。,speaker004_C45_0
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的洗碗機關停。,speaker004_C45_1
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關停廚房的洗碗機。,speaker004_C45_2
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的洗碗機停止運作。,speaker004_C45_3
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的洗碗機停下來。,speaker004_C45_4
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉在廚房的洗碗機。,speaker004_C45_5
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,停止廚房的洗碗機。,speaker004_C45_6
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的洗碗機關停。,speaker004_C45_7
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的洗碗機關停。,speaker004_C45_8
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的洗碗機停止。,speaker004_C45_9
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的洗碗機停止。,speaker004_C45_10
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的洗碗機停下。,speaker004_C45_11
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的洗碗機停止運作。,speaker004_C45_12
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房裡的洗碗機。,speaker004_C45_13
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的洗碗機停止運作。,speaker004_C45_14
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房裡的洗碗機關停。,speaker004_C45_15
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的洗碗機關停。,speaker004_C45_16
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的洗碗機停下來。,speaker004_C45_17
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關停廚房裡的洗碗機。,speaker004_C45_18
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房裡的洗碗機關停。,speaker004_C45_19
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房裡的洗碗機停止。,speaker004_C45_20
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房洗碗機停止運作。,speaker004_C45_21
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的洗碗機停止工作。,speaker004_C45_22
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房洗碗機。,speaker004_C45_23
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房洗碗機停止運作。,speaker004_C45_24
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房微波爐啟動。,speaker004_C46_0
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動在廚房的微波爐。,speaker004_C46_1
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動廚房的微波爐。,speaker004_C46_2
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房微波爐開始運作。,speaker004_C46_3
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的微波爐開始運作。,speaker004_C46_4
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,將廚房的微波爐啟動。,speaker004_C46_5
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的微波爐開始工作。,speaker004_C46_6
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的微波爐開始工作。,speaker004_C46_7
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的微波爐啟動。,speaker004_C46_8
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的微波爐運作。,speaker004_C46_9
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的微波爐啟動。,speaker004_C46_10
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房微波爐開始運作。,speaker004_C46_11
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的微波爐開始運作。,speaker004_C46_12
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動廚房微波爐。,speaker004_C46_13
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的微波爐啟動。,speaker004_C46_14
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的微波爐啟動。,speaker004_C46_15
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的微波爐開始運作。,speaker004_C46_16
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的微波爐啟動起來。,speaker004_C46_17
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房微波爐啟動。,speaker004_C46_18
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房微波爐啟動。,speaker004_C46_19
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的微波爐開始工作。,speaker004_C46_20
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房微波爐啟動。,speaker004_C46_21
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的微波爐開始運作。,speaker004_C46_22
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的微波爐啟動起來。,speaker004_C46_23
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的微波爐啟動。,speaker004_C46_24
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房的微波爐。,speaker004_C47_0
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的微波爐關停。,speaker004_C47_1
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關停廚房的微波爐。,speaker004_C47_2
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的微波爐停止運作。,speaker004_C47_3
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的微波爐停下來。,speaker004_C47_4
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉在廚房的微波爐。,speaker004_C47_5
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,停止廚房的微波爐。,speaker004_C47_6
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的微波爐關停。,speaker004_C47_7
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的微波爐關停。,speaker004_C47_8
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的微波爐停止。,speaker004_C47_9
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的微波爐停止。,speaker004_C47_10
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的微波爐停下。,speaker004_C47_11
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的微波爐停止運作。,speaker004_C47_12
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房裡的微波爐。,speaker004_C47_13
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的微波爐停止運作。,speaker004_C47_14
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房裡的微波爐關停。,speaker004_C47_15
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的微波爐關停。,speaker004_C47_16
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的微波爐停下來。,speaker004_C47_17
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關停廚房裡的微波爐。,speaker004_C47_18
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房裡的微波爐關停。,speaker004_C47_19
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房裡的微波爐停止。,speaker004_C47_20
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房微波爐停止運作。,speaker004_C47_21
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的微波爐停止工作。,speaker004_C47_22
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房微波爐。,speaker004_C47_23
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房微波爐停止運作。,speaker004_C47_24
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房烤箱啟動。,speaker004_C48_0
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動在廚房的烤箱。,speaker004_C48_1
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動廚房的烤箱。,speaker004_C48_2
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房烤箱開始運作。,speaker004_C48_3
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房烤箱開始運作。,speaker004_C48_4
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,將廚房的烤箱啟動。,speaker004_C48_5
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的烤箱開始工作。,speaker004_C48_6
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的烤箱開始工作。,speaker004_C48_7
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的烤箱啟動。,speaker004_C48_8
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的烤箱運作。,speaker004_C48_9
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的烤箱啟動起來。,speaker004_C48_10
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的烤箱開始運作。,speaker004_C48_11
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的烤箱開始運作。,speaker004_C48_12
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,啟動廚房烤箱。,speaker004_C48_13
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的烤箱啟動。,speaker004_C48_14
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的烤箱啟動。,speaker004_C48_15
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓在廚房的烤箱開始運作。,speaker004_C48_16
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的烤箱啟動。,speaker004_C48_17
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房烤箱啟動。,speaker004_C48_18
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房烤箱啟動。,speaker004_C48_19
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的烤箱開始工作。,speaker004_C48_20
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房烤箱啟動。,speaker004_C48_21
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的烤箱開始運作。,speaker004_C48_22
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的烤箱啟動起來。,speaker004_C48_23
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,使廚房的烤箱啟動。,speaker004_C48_24
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房的烤箱。,speaker004_C49_0
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的烤箱關停。,speaker004_C49_1
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關停廚房的烤箱。,speaker004_C49_2
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的烤箱停止運作。,speaker004_C49_3
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的烤箱停下來。,speaker004_C49_4
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉在廚房的烤箱。,speaker004_C49_5
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,停止廚房的烤箱。,speaker004_C49_6
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的烤箱關停。,speaker004_C49_7
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把在廚房的烤箱關停。,speaker004_C49_8
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的烤箱停止。,speaker004_C49_9
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的烤箱停止。,speaker004_C49_10
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房的烤箱停下。,speaker004_C49_11
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房的烤箱停止運作。,speaker004_C49_12
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房裡的烤箱。,speaker004_C49_13
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的烤箱停止運作。,speaker004_C49_14
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,把廚房裡的烤箱關停。,speaker004_C49_15
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的烤箱關停。,speaker004_C49_16
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房裡的烤箱停下來。,speaker004_C49_17
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關停廚房裡的烤箱。,speaker004_C49_18
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房裡的烤箱關停。,speaker004_C49_19
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房裡的烤箱停止。,speaker004_C49_20
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,廚房烤箱停止運作。,speaker004_C49_21
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房的烤箱停止工作。,speaker004_C49_22
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,關掉廚房烤箱。,speaker004_C49_23
speaker004,speaker004,愛情誠可貴，生命價更高，若為健康故，兩者每日拋。,讓廚房烤箱停止運作。,speaker004_C49_24
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈打開。,speaker005_C1_0
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,開啟客廳的燈。,speaker005_C1_1
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的電燈點亮。,speaker005_C1_2
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,點亮客廳的燈。,speaker005_C1_3
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈亮起來。,speaker005_C1_4
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,開啟客廳的電燈。,speaker005_C1_5
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,打開客廳的燈。,speaker005_C1_6
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈光亮起來。,speaker005_C1_7
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈點亮。,speaker005_C1_8
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈光打開。,speaker005_C1_9
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,客廳的燈亮起來。,speaker005_C1_10
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的電燈打開。,speaker005_C1_11
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的電燈亮起來。,speaker005_C1_12
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈光開啟。,speaker005_C1_13
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈點亮。,speaker005_C1_14
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,打開客廳的電燈。,speaker005_C1_15
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的電燈點亮。,speaker005_C1_16
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈打開。,speaker005_C1_17
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,開客廳的電燈。,speaker005_C1_18
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的電燈開啟。,speaker005_C1_19
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,點亮客廳的電燈。,speaker005_C1_20
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,客廳的電燈亮起來。,speaker005_C1_21
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,客廳的燈光打開。,speaker005_C1_22
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,開起客廳的電燈。,speaker005_C1_23
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈光點亮。,speaker005_C1_24
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈關掉。,speaker005_C2_0
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,關閉客廳的燈。,speaker005_C2_1
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈關上。,speaker005_C2_2
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,關掉客廳的電燈。,speaker005_C2_3
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的電燈關閉。,speaker005_C2_4
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈光關閉。,speaker005_C2_5
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,客廳的燈關掉。,speaker005_C2_6
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈光關掉。,speaker005_C2_7
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈光關閉。,speaker005_C2_8
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈關掉。,speaker005_C2_9
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,關掉客廳的燈光。,speaker005_C2_10
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,客廳的燈光關掉。,speaker005_C2_11
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈光熄掉。,speaker005_C2_12
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,關閉客廳的燈光。,speaker005_C2_13
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,客廳的燈關上。,speaker005_C2_14
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈熄掉。,speaker005_C2_15
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,關閉客廳的電燈。,speaker005_C2_16
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,關掉客廳的燈。,speaker005_C2_17
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈光熄掉。,speaker005_C2_18
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈關上。,speaker005_C2_19
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,客廳的燈光關閉。,speaker005_C2_20
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,關上客廳的燈。,speaker005_C2_21
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把客廳的燈光關上。,speaker005_C2_22
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓客廳的燈光關上。,speaker005_C2_23
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,客廳的燈光關上。,speaker005_C2_24
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把臥室的燈打開。,speaker005_C3_0
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,開啟臥室的燈。,speaker005_C3_1
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把臥室的燈點亮。,speaker005_C3_2
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,點亮臥室的燈。,speaker005_C3_3
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓臥室的燈亮起來。,speaker005_C3_4
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,開啟臥室的燈光。,speaker005_C3_5
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,打開臥室的燈。,speaker005_C3_6
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓臥室的燈光亮起來。,speaker005_C3_7
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓臥室的燈光點亮。,speaker005_C3_8
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把臥室的燈光打開。,speaker005_C3_9
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,臥室的燈亮起來。,speaker005_C3_10
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把臥室的燈光開啟。,speaker005_C3_11
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,讓臥室的燈光亮起。,speaker005_C3_12
speaker005,speaker005,如果你也有看過這則謠言，現在已經知道是錯誤的了。,把臥室的燈開啟。,speaker005_C3_13
